,STATE,DISTRICT,COLLEGE NAME,ADDRESS
975,WESTBENGAL,JALPAIGURI,JALPAIGURI GOVERNMENT ENGINEERING COLLEGE,JALPAIGURI GOVT. ENGG. COLLEGE JALPAIGURI-735102
976,WESTBENGAL,BIRBHUM,BIRBHUM INSTITUTE OF ENGINEERING & TECHNOLOGY,"P.O.- SURI, DIST.- BIRBHUM: PIN CODE -731101"
977,WESTBENGAL,KOLKATA,NETAJI SUBHASH ENGINEERING COLLEGE,"Techno City, Panchpota, Garia, Kolkata, West Bengal 700152"
978,WESTBENGAL,BARDHAMAN,BENGAL COLLEGE OF ENGINEERING,"Bidhannagar, Near Punjab National Bank, Durgapur, West Bengal 713212"
979,WESTBENGAL,PASCHIM MEDINIPUR,INSTITUTE OF SCIENCE AND TECHNOLOGY,"Dhurabila, Dhamkuria, Gopsai, Chandrakona, West Bengal 721201"
980,WESTBENGAL,KOLKATA,MEGHNAD SAHA INSTITUTE OF TECHNOLOGY,"Behind Urbana Complex, Near Ruby General Hospital, Nazirabad Rd, Uchhepota, Kolkata, West Bengal 700150"
981,WESTBENGAL,BANKURA,BANKURA UNNAYANI INSTITUTE OF ENGINEERING,"Subhankar Nagar, Pohabagan, Bankura, West Bengal 722146"
982,WESTBENGAL,BIRBHUM,BENGAL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"SANTINIKETAN BYPASS P.O.-DWARANDA, Sriniketan, West Bengal 731236"
983,WESTBENGAL,BARDHAMAN,DURGAPUR INSTITUTE OF ADVANCED TECHNOLOGY & MANAGEMENT," G T Road, Rajbandh,
Durgapur Dist. Paschim Bardhaman (WB)
PIN - 713212 "
984,WESTBENGAL,HOOGHLY,SUPREME KNOWLEDGE FOUNDATION GROUP OF INSTITUTIONS,"1, KHAN ROAD, MANKUNDU STATION ROAD, P.O. MANKUNDU, DIST. HOOGHLY, WEST BENGAL, PIN - 712139"
985,WESTBENGAL,NORTH 24 PARGANAS,NARULA INSTITUTE OF TECHNOLOGY,"81, Nilgunj Road, Agarpara, Kolkata, West Bengal 700109"
986,WESTBENGAL,NORTH 24 PARGANAS,B. P. PODDAR INSTITUTE OF MANAGEMENT & TECHNOLOGY,"137,V.I.P. Road, Poddar Vihar
Kolkata-700052,"
987,WESTBENGAL,KOLKATA,DR. SUDHIR CHANDRA SUR DEGREE ENGINEERING COLLEGE,"  540 Dum Dum Road, Surermath,
(Near Dum Dum Jn. Station),
Kolkata-700 074
West Bengal "
988,WESTBENGAL,SOUTH 24 PARGANAS,FUTURE INSTITUTE OF ENGINEERING AND MANAGEMENT,"Sonarpur Station Road, Kolkata-700150, West Bengal. India."
989,WESTBENGAL,HOOGHLY,HOOGHLY ENGINEERING & TECHNOLOGY COLLEGE,"Vivekananda Road, Pipulpati
P.O. & Dist. Hooghly,Pin 712103
West Bengal "
990,WESTBENGAL,DARJEELING,SILIGURI INSTITUTE OF TECHNOLOGY,"S.I.T Campus, Salbari,
P.O. Sukna, Dt. Darjeeling,
West Bengal - 734009, India"
991,WESTBENGAL,SOUTH 24 PARGANAS,GARGI MEMORIAL INSTITUTE OF TECHNOLOGY CAMPUS,BALARAMPUR (MOUZA- BERELIA) P.S- BARUIPUR KOLKATA 700144
992,WESTBENGAL,NADIA,GLOBAL INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"Palpara More, NH-34, Krishnagar, Nadia, Pin-741102, W.B."
993,WESTBENGAL,PURULIYA,PURULIA GOVERNMENT ENGINEERING COLLEGE,"Chas Road, Post Ramamoti, Agharpur, Puruliya, West Bengal 723103
"
994,WESTBENGAL,COOCH BEHAR,COOCH BEHAR GOVERNMENT ENGINEERING COLLEGE,"Post Ghughumari, District Coochbehar, Harinchawra, West Bengal 736170"
