Unnamed: 0,STATE,DISTRICT,COLLEGE NAME,INTERNATIONAL DIAL CODE ,ADDRESS,DEPARTMENTS,HOD/FACULTY DETAILS,EMAIL ID,PHONE NUMBER,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
2673,TELANGANA,RANGAREDDI,VIGNAN'S INSTITUTE OF MANAGEMENT AND TECHNOLOGY FOR WOMEN,1-2813143350,"KONDAPUR VILLAGE, GHATKESAR MANDAL, RANGA REDDY DISTRICT, PIN: 501301","Civil Engineering
Computer Science And Engineering 
Electrical And Electronics Engineering 
ECE ",,,,,,,
2674,TELANGANA,KARIMNAGAR,VAAGESWARI COLLEGE OF ENGINEERING,1-2813149151,"BESIDE LMD POLICE STATION, RAMAKRISHNA COLONY","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
2675,TELANGANA,RANGAREDDI,P R R MEMORIAL ENGINEERING COLLEGE,1-2813153114,"POST & MANDAL: SHABAD, DIST: RANGA REDDY, ANDHRA PRADESH PIN CODE: 509 217.","Computer Science And Engineering 
Electrical And Electronics Engineering 
ECE
Mechanical Engineering ",,,,,,,
2676,TELANGANA,WARANGAL,AURORA'S RESEARCH & TECHNOLOGICAL INSTITUTE,1-2813157162,SHAYAMPET HUNTER ROAD WARANGAL - 506001,"Information Technology
Computer Science And Engineering
ECE
Electrical And Electronics Engineering
Civil Engineering",,,,,,,
2677,TELANGANA,NALGONDA,LUMBINI GROUP OF INSTITUTIONS,1-2813162728,"POST: ANANTHARAM, BHONGIR (MANDAL), NALGONDA(DIST)","Agricultural Engineering 
Civil Engineering 
Computer Science And Engineering 
Electrical And Electronics Engineering 
ECE 
Mining Engineering ",,,,,,,
2678,TELANGANA,MEDAK,MNR COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813165195,"MNR NAGAR, NARSAPUR ROAD, FASALWADI, SANGAREDDY MANDAL, MEDAK DIST, AP-502294","Aeronautical Engineering   
Computer Science & Engineering   
Electrical & Electronics Engineering   
Information Technology   ",,,,,,,
2679,TELANGANA,NIZAMABAD,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,1-2813166300,MANIK BHANDAR ARMOOR ROAD NIZAMABAD,"CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING",,,,,,,
2680,TELANGANA,NALGONDA,SREE VAANMAYI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813172217,"ANNAMPATLA VILLAGE,BIBINAGAR(M),NALGONDA(DIST),ANDHRAPRADESH-508126","Civil Engineering 
Computer Science And Engineering
Electrical And Electronics Engineering 
ECE 
Mechanical Engineering ",,,,,,,
2681,TELANGANA,HYDERABAD,STANLEY COLLEGE OF ENGINEERING & TECHNOLOGY FOR WOMEN,1-2813175164,"# 5-9-78 TO 82, B-1-80 & 5-9-81, CHAPEL ROAD, ABIDS, HYDERABAD - 500001","Computer Science & Engineering
ECE
Electrical and Electronics Engineering
Information Technology",,,,,,,
2682,TELANGANA,RANGAREDDI,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,1-2813177892,"KISTAPUR, HAMLET OF MEDCHAL (V&M), RR DISTRICT, ANDHRA PRADESH. PIN: 501401.","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Information Technology ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2683,TELANGANA,KARIMNAGAR,JNTUH COLLEGE OF ENGINEERING,1-2813182040,NACHUPALLY(KONDAGATTU) KODIMIAL (M) KARIMNAGAR (DT),"CHEMICAL ENGINEERING
CIVIL ENGINEERING
COMPUTER SCIENCE AND ENGINEERING
ELECTRICAL AND ELECTRONICS ENGINEERING
ELECTRONICS & COMMUNICATION ENGINEERING
MECHANICAL ENGINEERING
METALLURGICAL ENGINEERING",,,,,,,
2684,TELANGANA,NALGONDA,VATHSALYA INSTITUTE OF SCIENCE & TECHNOLOGY,1-2813184545,"ANANTHARAM (POST), BHONGIR (MANDAL), NALGONDA DIST. ANDHRA PRADESH, PIN 508116.","Automobile Engineering ( Under Graduate )
Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
Electronics And Communications Engineering ( Under Graduate )
Information Technology ( Under Graduate )
Mechanical Engineering ( Under Graduate )
Petroleum Engineering ( Under Graduate )",,,,,,,
2685,TELANGANA,WARANGAL,VAAGDEVI COLLEGE OF ENGINEERING,1-2813185739,BOLLIKUNTA (VILLAGE) SANGEM (MANDAL) WARANGAL (DIST.) - 506 005,"CIVIL ENGINEERING
COMPUTER SCIENCE AND ENGINEERING
ELECTRICAL AND ELECTRONICS ENGINEERING
ELECTRONICS & COMMUNICATION ENGINEERING
MECHANICAL ENGINEERING",,,,,,,
2686,TELANGANA,MEDAK,SYED HASHIM COLLEGE OF SCIENCE & TECHNOLOGY,1-2813192365,RAJIV RAHDARI MARG PRAGNAPUR GAJWEL MANDAL MEDAK DISTRICT ANDHRA PRADESH,"Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Information Technology
Mechanical Engineering",,,,,,,
2687,TELANGANA,MAHABUBNAGAR,NOOR COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813195182,"NOOR GATE, SOLIPUR VILLAGE, AMANGAL ROAD, FAROOQNAGAR MANDAL , SHADNAGAR, MAHABUBNAGAR DISTRICT","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2688,TELANGANA,RANGAREDDI,BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813201902,MANGALPALLY (VILLAGE) IBRAHIMPATNAM (MANDAL) RANGA REDDY (DISTRICT),"Aeronautical Engineering
Applied Mathematics
Automobile Engineering
Bio Technology
Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Information Technology
Mechanical Engineering",,,,,,,
2689,TELANGANA,RANGAREDDI,GEETHANJALI COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813201911,"CHEERYAL VILLAGE, KEESARA MANDAL , RANGA REDDY DISTRICT, ANDHRA PRADESH.","Computer Science and Engineering
ECE
Electrical Engineering
Civil Engineering
Mechanical Engineering",,,,,,,
2690,TELANGANA,KHAMMAM,VIJAYA ENGINEERING COLLEGE,1-2813206070,"AMMAPALEM, NEAR THANIKELLA KONIJERLA (M), KHAMMAM - 507305","Agricultural Engineering 
Civil Engineering 
Computer Science And Engineering 
Electrical And Electronics Engineering
ECE 
Mechanical Engineering 
Mining Engineering ",,,,,,,
2691,TELANGANA,RANGAREDDI,VIJAYA KRISHNA INSTITUTE OF TECHNOLOGY & SCIENCES,1-2813211609,"PALAMAKULA(V), SHAMSHABAD(M), RANGA REDDY DT. 501218","Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2692,TELANGANA,RANGAREDDI,MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1-2813218576,"MARRI EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY & MANAGEMENT DUNDIGAL (V), QUTHBULLAPUR (M), HYDERABAD","Department of Aeronautical Engineering.
Department of Civil Engineering
Department of Computer Science Engineering (CSE).
Department of Computer Science and Information Technology (CSIT).
Department of ECE (ECE).
Department of Mechanical Engineering (ME).",,,,,,,
2693,TELANGANA,RANGAREDDI,VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY,1-2813224240,"AUSHAPUR VILLAGE, GHATKESAR MANDAL, RANGA REDDY DISTRICT, PIN - 501 301","ECE
Electrical and Electronics Engineering
Civil Engineering
Information Technology
Humanities and Sciences
Computer Science & Engineering
Mechanical Engineering",,,,,,,
2694,TELANGANA,KHAMMAM,ABDULKALAM INSTITUTE OF TECHNOLOGICAL SCIENCES,1-2813225280,"ABDULKALAM INSTITUTE OF TECHNOLOGICAL SCIENCES, VEPALAGADDA,KOTHAGUDEM, KHAMMAM DT ANDRAPRADESH","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )
Mining Engineering ( Under Graduate )",,,,,,,
2695,TELANGANA,NALGONDA,ARVINDAKSHA EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS,1-2813228177,"BALEMLA SURYAPET, NALGONDA DIST PIN CODE: 508 376 ANDHRA PRADESH","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2696,TELANGANA,RANGAREDDI,SYMBIOSIS INSTITUTE OF TECHNOLOGY & SCIENCE,1-2813246888,"SHAMIRPET, RANGA REDDY DIST, A.P","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING PETROLEUM ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
2697,TELANGANA,RANGAREDDI,AURORA'S TECHNOLOGICAL INSTITUTE,1-2813248379,"GAGILLAPUR, QUTUBULLAPUR, RANGA REDDY","Agricultural Engineering ( Under Graduate )
Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Diary Technology ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Information Technology ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2698,TELANGANA,WARANGAL,JAYAMUKHI INSTITUTE OF TECHNOLOGICAL SCIENCES,1-2813250001,"CHENNARAOPET(MDL), MOQDUMPURAM(VILL), NARSAMPET,WARANGAL(DIST) ANDHRAPRADESH.","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2699,TELANGANA,RANGAREDDI,SRI INDU COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813251911,"SHERIGUDA(V), IBRAHIMPATNAM(M), RANGA REDDY DIST - 501 510.","Aeronautical Engineering	  
Bio Technology
Civil Engineering	  
Computer Science & Engineering	  
Electrical & Electronics Engineering	  
Electronics & Communication Engineering	  
Information Technology	  
Mechanical Engineering	  ",,,,,,,
2700,TELANGANA,RANGAREDDI,AL HABEEB COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813252080,"DAMERGIDDA(V), CHEVELLA(M),R.R.DIST-501503","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Information Technology
Mechanical Engineering
Petroleum Engineering",,,,,,,
2701,TELANGANA,NALGONDA,AURORA'S TECHNOLOGICAL & MANAGEMENT ACADEMY,1-2813257281,"PARVATHAPUR (V), GHATKESAR (M), RANGA REDDY DIST.","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
NANOTECHNOLOGY 
ROBOTICS ENGINEERING",,,,,,,
2702,TELANGANA,NALGONDA,KBR ENGINEERING COLLEGE,1-2813258616,"PAGIDIPALLY VILLAGE, BHOVANAGIRI MANDAL, NALGONDA DISTRICT","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2703,TELANGANA,NALGONDA,DHRUVA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813260370,"TOOPRANPET (V).NEAR RAMOJI FILM CITY CHOUTUPPAL (MD), NALGONDA(DT), A.P. PIN-508252.","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2704,TELANGANA,KHAMMAM,DARIPALLY ANANTHA RAMULU COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813262759,"DARE CAMPUS, KURAVI ROAD, KHAMMAM TOWN","CIVIL ENGINEERING 
AGRICULTURAL ENGINEERING 
AUTOMOBILE ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
MINING ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
2705,TELANGANA,HYDERABAD,VASAVI COLLEGE OF ENGINEERING,1-2813267448,"9-5-81, IBRAHIMBAGH, HYDERABAD","Civil Engineering
Computer Science and Engineering
Electrical and Electronics Engineering
ECE
Information Technology
Mechanical Engineering",,,,,,,
2706,TELANGANA,WARANGAL,KAKATIYA INSTITUTE OF TECHNOLOGY & SCIENCE,1-2813268342,OPP: YERRAGATTU HILLOCK BHEEMARAM VILLAGE HASANPARTHY MANDAL WARANGAL DISTRICT - 506015,"Civil Engineering
Computer Science and Engineering
Computer Science Networks
Department of Chemistry
Electrical and Electronics Engineering
Electronics and Communications Engineering
Electronics and Instrumentation Engineering
Information Technology
Mathematics and Humanities
Mechanical Engineering",,,,,,,
2707,TELANGANA,NALGONDA,SRI VENKATESWARA ENGINEERING COLLEGE,1-2813270222,"NH-9, AMARVADI NAGAR,","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )",,,,,,,
2708,TELANGANA,RANGAREDDI,INSTITUTE OF AERONAUTICAL ENGINEERING,1-2813275665,"DUNDIGAL VILLAGE, QUTUBULLAPUR MANDAL, SY.NO.483,484 RANGA REDDY DISTRICT, HYDERABAD -500 043. ANDHRA PRADESH","CIVIL ENGINEERING 
AERONAUTICAL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
2709,TELANGANA,RANGAREDDI,SHAHJEHAN COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813276515,"NYALATA(V), CHEVELLA(M), R.R.DIST.","CIVIL ENGINEERING 
AERONAUTICAL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
2710,TELANGANA,NALGONDA,ANURAG ENGINEERING COLLEGE,1-2813283920,ANANTHAGIRI (VILLAGE),"Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2711,TELANGANA,KARIMNAGAR,SREE CHAITANYA INSTITUTE OF TECHNOLOGICAL SCIENCES,1-2813291016,"LMD COLONY, THIMMAPOOR (V) THIMMAPOOR TEHSIL/MANDAL KARIMNAGAR DIST ANDHRAPRADESH PIN CODE 505527","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2712,TELANGANA,NALGONDA,RAMANANDATIRTHA ENGINEERING COLLEGE,1-2813295873,"RAMANANDA NAGAR, SLBC (POST), CHERLA GOURARAM (V) PIN- 508 004, NALGONDA (DIST) AP","Civil Engineering (120)
Electrical & Electronics Engineering (120)
Mechanical Engineering (120)
Electronics & Communication Engineering (120)
Computer Science & Engineering (120)
Information Technology (60)",,,,,,,
2713,TELANGANA,RANGAREDDI,MATURI VENKATA SUBBA RAO ENGINEERING COLLEGE,1-2813299051,NADERGUL SAROORNAGAR RANGAREDDY DT HYDERABAD 501510 ANDHRA PRADESH,"Civil Engineering
Computer Science and Engineering
Electronics and Communications Engineering
Electrical and Electronics Engineering
Information Technology
Mechanical Engineering
Automobile Engineering",,,,,,,
2714,TELANGANA,RANGAREDDI,SRI CHAITANYA TECHNICAL CAMPUS,1-2813308865,"SHERIGUDA(V), IBRAHIMPATNAM(M), RANGA REDDY(DIST.) PIN - 501 510.","Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )",,,,,,,
2715,TELANGANA,RANGAREDDI,NISHITHA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813310818,LEMOOR(V) KANDUKUR(M) RANGA REDDY DIST - 501 359 ANDHRA PRADESH,"Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering
Petroleum Engineering",,,,,,,
2716,TELANGANA,RANGAREDDI,J J INSTITUTE OF INFORMATION TECHNOLOGY,1-2813311752,MAHESHWARAM(VILLAGE&MANDAL) RANGAREDDY(DIST) ANDHRAPRADESH,"Civil Engineering ( Under Graduate )
Computer Science And Engineering ( Under Graduate )
Electrical And Electronics Engineering ( Under Graduate )
ECE ( Under Graduate )
Mechanical Engineering ( Under Graduate )
Mining Engineering ( Under Graduate )",,,,,,,
2717,TELANGANA,RANGAREDDI,K.G.REDDY COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813316934,CHILKUR(VILLAGE) MOINABAD(MANDAL) RANGA REDDY -DISTRICT-501 504,"Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering
Mechanical Engineering",,,,,,,
2718,TELANGANA,RANGAREDDI,MEGHA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,1-2813325699,"SY.NO.7, EDULABAD VILLAGE, GHATKESAR MANDAL, RANGA REDDY DISTRICT","Civil Engineering
Computer Science & Engineering
Electrical & Electronics Engineering
Electronics & Communication Engineering",,,,,,,
2719,TELANGANA,MEDAK,RRS COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813326505,MUTHANGI(V) PATANCHERU(M) MEDAK (DT),"CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING 
MECHATRONICS ENGINEERING 
INFORMATION TECHNOLOGY",,,,,,,
2720,TELANGANA,NALGONDA,ANASUYADEVI INSTITUTE OF TECHNOLOGY AND SCIENCES306/,1-2813330269,GUDUR VILLAGE BIBINAGAR MANDAL NALGONDA DIST,"Mechanical Engineering, 
Civil Engineering, 
Computer Science and Engineering, 
ECE, 
Electrical and Electronics Engineering",,,,,,,
2721,TELANGANA,RANGAREDDI,SR INTERNATIONAL INSTITUTE OF TECHNOLOGY,1-2813331183,"VILLAGE: RAMPALLY DAYARA, MANDAL: KEESARA, RANGA REDDY DIST. AP.","Computer Science and Engineering, 
ECE, 
Information Technology",,,,,,,
2722,TELANGANA,RANGAREDDI,GLOBAL INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813334363,"SURVEY NO. 179/195 BESIDE MOINABAD POLICE STATION, CHILKUR(V), MOINABAD(M), RR DIST.","Mechanical Engineering, 
Civil Engineering, 
Computer Science and Engineering, 
ECE, 
Electrical and Electronics Engineering,
Petroleum Engineering,
Automobile Engineering",,,,,,,
2723,TELANGANA,RANGAREDDI,CMR TECHNICAL CAMPUS,1-2813335354,KANDLAKOYA VILLAGE MEDCHAL MANDAL RANGA REDDY DISTRICT HYDERABAD- 501401 ANDHRA PRADESH,"Mechanical Engineering, 
Civil Engineering, 
Computer Science and Engineering, 
ECE, 
Information Technology",,,,,,,
2724,TELANGANA,MEDAK,ELENKI INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813338139,"PATELGUDA VILLAGE,PATANCHERU(MANDAL), MEDAK DISTRICT, ANDHRA PRADESH-502319","Computer Science,
EEE,
ECE
EIE,
IT,
Mechanical,
Civil",,,,,,,
2725,TELANGANA,MEDAK,GOPAL REDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,1-2813343900,"PEDDAKANJARLA(V), PATANCHERU(M), MEDAK DISTRICT, ANDHRA PRADESH- 502319.","CSE,
ECE,
EEE
IT",,,,,,,
2726,TELANGANA,RANGAREDDI,BRILLIANT INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813345091,"ABDULLAPUR (V), HAYATHNAGAR (M), R.R.DIST., HYDERABAD-501505","Bachelors in 
Civil Engineering
Coputer Science & Engineering
ECE
Electrical and Electronics Engineering
Mechanical Engineering

M.Tech in
Computer Science and Engineering
Power Electronics
Embedded Systems
V.L.S.I 
",,,,,,,
2727,TELANGANA,HYDERABAD,RISHI MS INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,1-2813353674,"NEAR JNTUH,NIZAMPET CROSS ROAD, KUKATPALLY,HYDERABAD 500085 ANDHRA PRADESH","Electronics & Communication Engineering (E.C.E)	
Computer Science & Engineering (C.S.E)	
Information Technology (I.T)",,,,,,,
2728,TELANGANA,WARANGAL,CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813354034,"COLOMBO NAGAR, YESHWANTHAPURAM, JANGAON- 506167 ANDHRA PRADESH","EEE.
ECE,
Mechanical,
Civil,
Mining,
CS",,,,,,,
2729,TELANGANA,NALGONDA,MONA COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813354450,"MLG ROAD, GOLLAGUDA VILLAGE NALGONDA","CIVIL ENGINEERING 
COMPUTER SCIENCE AND ENGINEERING 
ELECTRICAL AND ELECTRONICS ENGINEERING 
ELECTRONICS & COMMUNICATION ENGINEERING 
MECHANICAL ENGINEERING",,,,,,,
2730,TELANGANA,KARIMNAGAR,VIVEKANANDA INSTITUTE OF TECHNOLOGY AND SCIENCE,1-2813359185,"BYE PASS ROAD, OPP: HOUSING BOARD COLONY, BOMMAKAL.","CS,
EEE,
ECE,
Civil,
Mechanical",,,,,,,
2731,TELANGANA,MEDAK,TRR COLLEGE OF ENGINEERING,1-2813363011,"INOLE(V), PATANCHERU(M), MEDAK(DISTRICT).","B.E: 
Electronics & Communication Engineering
Computer Science Engineering
Information Technology
Electrical & Electronics Engineering

MCA

M.Tech
CSE	
EMBEDED SYSTEMS",,,,,,,
2732,TELANGANA,HYDERABAD,MOGHAL COLLEGE OF ENGINEERING & TECHNOLOGY,1-2813368428,"8-5-2/18, MOGHAL CAMPUS, CHANDRAYANGUTTA 'X' ROADS, BANDLAGUDA, HYDERABAD.","Civil Engineering
Mechanical Engineering
Computer Science & Engineering
Information Technology
Petroleum Engineering
Electronics & Communication Engineering
Electrical & Electronic Engineering",,,,,,,
2733,TELANGANA,NALGONDA,TUDI RAMREDDY INSTITUTE OF TECHNOLOGY AND SCIENCES,1-2813368857,GUDUR VILLAGE BIBINAGAR MANDAL NALGONDA DIST,"Engineering :
CS,
Electrical,
Electronics and COmmunication,
Civil,
Mechanical,
IT,
Agriculture,

M.Tech:
CAC/CAD
CS,
VSLI System Design,
Power Electronics
",,,,,,,
2734,TELANGANA,KHAMMAM,MOHAMMADIYA INSTITUTE OF TECHNOLOGY,1-2813377939,"BARUGUDEM, AREMPULA, WARANGAL HIGHWAY, KHAMMAM-507163","Engineering :
CS,
Electrical and Electronics,
Electronics and Communication,
Civil,
Mechanical,
Humanities and Science

MCA",,,,,,,
2735,TELANGANA,NALGONDA,ASHOKA INSTITUTE OF ENGINEERING & TECHNOLOGY,1-2813383018,"MALKAPUR VILLAGE, CHOUTUPPAL MANDAL, NALGONDA DIST.","CS,
EE,
EC,
Civil,
Mechanical,
Humanities and Science",,,,,,,
2736,TELANGANA,HYDERABAD,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813384254,"SY.NO.32,HIMAYATSAGAR, HYDERABAD-500008 ANDHRA PRADESH.","CS,
Mech,
Civil,
Petroleum,
EEE,
ECE
",,,,,,,
2737,TELANGANA,RANGAREDDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,1-2813389796,"KHALSA IBRAHIMPATNAM, IBRAHIMPATNAM, RR DISTRICT.","CSE,
EEE,
ECE,
Civil,
Mechanical,
IT
",,,,,,,
2738,TELANGANA,RANGAREDDI,BRILLIANT GRAMMAR SCHOOL EDUCATIONAL SOCIETY'S GROUP OF INSTITUTIONS,1-2813391209,"ABDULLAPUR(V), NEAR RAMOJI FILM CITY, HAYATHNAGAR(MANDAL), R.R.DIST.,HYDERABAD-501505","Bachelor's in:
ECE,
EEE,
CS,
Mech,
Civil


M.Tech:
CAD/CAM
Computer Science & Engineering
Electrical Power Systems
Thermal Engineering",,,,,,,
2739,TELANGANA,WARANGAL,S V S GROUP OF INSTITUTIONS,1-2813399933,"# 1 - 96, BHEEMARAM","ECE,
Civil,
Mech,
CS,
EEE",,,,,,,
2740,TELANGANA,NIZAMABAD,VIJAY RURAL ENGINEERING COLLEGE,1-2813409388,"MANIKBHANDAR, MAKLOOR MANDAL, NIZAMABAD DIST, ANDHRA PRADESH - 503003","ECE,
Civil,
Mech,
CS,
EEE",,,,,,,
2741,TELANGANA,RANGAREDDI,MALLA REDDY ENGINEERING COLLEGE FOR WOMEN,1-2813410284,"MAISAMMAGUDA (HAMLET), GUNDLAPOCHAMPALLY, DHULAPALLY VILLAGE, POST(VIA HAKIMPET), SECUNDERABAD, 500 014.","Electronics and Communications Engineering
Computer Science Engineering
Electrical and Electronics Engineering.	
Information Technology	
 
P.G. Courses

M.Tech - Computer Science Engineering
M.Tech Computer Science	
M.Tech Embedded systems & VLSI	
M.Tech - Embedded Systems	
Master Of Business Administration",,,,,,,
2742,TELANGANA,RANGAREDDI,ANURAG COLLEGE OF ENGINEERING,1-2813413116,AUSHAPUR (VILLAGE) GHATKESAR (MANDAL) RANGA REDDY (DIST) - 501301,"CS,
Civil,
Mech,
EEE,
ECE",,,,,,,
2743,TELANGANA,NALGONDA,MEDHA COLLEGE OF ENGINEERING,1-2813416957,LAXMI DEVI GUDEM (VILLAGE) BIBINAGAR(MANDAL) NALGONDA(DISTRICT) ANDHRA PRADESH - 508 126,"Civil Engineering   
Computer Science & Engineering   
Electronics & Communication Engineering   
Mechanical Engineering   ",,,,,,,
2744,TELANGANA,RANGAREDDI,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,1-2813424326,HIMAYATH NAGAR VILLAGE C.B.POST MOINABAD MANDAL HYDERABAD RANGA REDDY DIST-75,"CS,
ECE,
EEE,
Civil,
IT,
Mech",,,,,,,
2745,TELANGANA,RANGAREDDI,VARDHAMAN COLLEGE OF ENGINEERING,1-2813426618,"KACHARAM(VILLAGE), SHAMSHABAD(MANDAL), HYDERABAD, R.R.DISTRICT - 501218 ANDHRA PRADESH","CS,
ECE,
EEE,
Civil,
IT,
Mech",,,,,,,
2746,TELANGANA,RANGAREDDI,ANNAMACHARYA INSTITUE OF TECHNOLOGY & SCIENCES,1-2813427958,"PIGLIPUR,BATASINGARAM(PANCHAYAT), HAYATHNAGAR(MANDAL),RANGA REDDY(DIST), HYDERABAD,AP, PIN-501512","CS,
ECE,
EEE,
Civil,
Mech",,,,,,,
2747,TELANGANA,NALGONDA,VISHNU SREE INSTITUTE OF TECHNOLOGY,1-2813432096,"YAVAPUR (VILLAGE), JALALPUR (GP) BOMMALARAMARAM MANDAL NALGONDA DISTRICT ANDHRA PRADESH-508126","Computer Science and Engineering
ECE
Electrical and Electronics Engineering
Civil engineering",,,,,,,
